accx,accy,accz,subject,activity
0.6949587,-0.06817062,-0.1832286,16,3
0.7445384,0.03467165,-0.2075673,16,3
0.7417211,0.06735298,-0.1907172,16,3
0.7444825,0.006115516,-0.2043701,16,3
0.789735,-0.03809043,-0.2228029,16,3
0.8325219,-0.1084048,-0.2844915,16,3
0.9383844,-0.2653575,-0.412995,16,3
1.251635,-0.502822,-0.5627498,16,3
1.485883,-0.6286587,-0.5503339,16,3
1.486391,-0.4478658,-0.3609933,16,3
1.595459,-0.2875178,-0.2833551,16,3
1.720077,-0.3515929,-0.3122492,16,3
1.656745,-0.4195839,-0.3072327,16,3
1.616767,-0.4689522,-0.2524637,16,3
1.528185,-0.4111613,-0.1921335,16,3
1.296642,-0.2476144,-0.2018151,16,3
1.127688,-0.2031895,-0.1920591,16,3
0.947247,-0.1626838,-0.1724755,16,3
0.7666112,-0.1039619,-0.1931617,16,3
0.7472502,-0.1287378,-0.1881095,16,3
0.7535954,-0.1621455,-0.2002501,16,3
0.7707897,-0.2428983,-0.202997,16,3
0.7990844,-0.2885927,-0.1794129,16,3
0.7685483,-0.2383864,-0.1529032,16,3
0.7390239,-0.2012576,-0.1005526,16,3
0.6673527,-0.1413775,-0.09391042,16,3
0.5785299,-0.08569985,-0.1065329,16,3
0.5611712,-0.08011433,-0.09492206,16,3
0.6392334,-0.08356915,-0.1079999,16,3
0.7590539,-0.1090963,-0.1438392,16,3
0.7872968,-0.1268605,-0.1744046,16,3
0.785908,-0.1205449,-0.1379356,16,3
0.805107,-0.1342342,-0.08397474,16,3
0.804498,-0.1984666,-0.1009204,16,3
0.8628394,-0.2944168,-0.1529218,16,3
1.003958,-0.3671764,-0.3126757,16,3
1.184565,-0.4006383,-0.5709434,16,3
1.299223,-0.3605834,-0.673407,16,3
1.289407,-0.2701777,-0.6002234,16,3
1.320729,-0.21081,-0.4454346,16,3
1.529581,-0.1277485,-0.2594713,16,3
1.75155,-0.04479369,-0.3192426,16,3
1.700281,-0.05760219,-0.4532673,16,3
1.475576,-0.09259184,-0.322081,16,3
1.300007,-0.137387,-0.251661,16,3
1.090619,-0.1863456,-0.2280447,16,3
0.9141687,-0.1664159,-0.1341128,16,3
0.8184758,-0.133936,-0.2202179,16,3
0.7419136,-0.09809291,-0.2614872,16,3
0.7814486,-0.06717407,-0.2470813,16,3
0.7582279,-0.09219154,-0.2970342,16,3
0.6527617,-0.1035272,-0.2214574,16,3
0.6686086,-0.1028548,-0.1817675,16,3
0.6876763,-0.1145749,-0.1967179,16,3
0.7571708,-0.1045479,-0.2134887,16,3
0.8483885,-0.1019739,-0.2888336,16,3
0.8011413,-0.1014738,-0.2621676,16,3
1.160111,-0.3514833,-0.3724232,16,3
1.360313,-0.2912804,-0.3434225,16,3
1.450337,-0.30592,-0.3638493,16,3
1.545798,-0.3239392,-0.3447434,16,3
1.711896,-0.3745503,-0.3082117,16,3
1.671252,-0.386861,-0.267078,16,3
1.424461,-0.3431513,-0.2486446,16,3
1.214518,-0.3421956,-0.2338497,16,3
1.060083,-0.3004426,-0.1789291,16,3
1.019133,-0.2623386,-0.1731116,16,3
0.9828346,-0.2641284,-0.1523586,16,3
0.8555767,-0.2327979,-0.1021929,16,3
0.8830958,-0.2481382,-0.1235706,16,3
0.8468325,-0.221355,-0.1214248,16,3
0.7261061,-0.1510517,-0.130631,16,3
0.7757299,-0.1527827,-0.1672183,16,3
0.7224971,-0.1285789,-0.1170802,16,3
0.6561346,-0.1171056,-0.08104485,16,3
0.5991896,-0.1192715,-0.09405739,16,3
0.4195339,-0.07207286,-0.07484943,16,3
0.4098869,-0.0642764,-0.03828196,16,3
0.5002221,-0.09229987,-0.01936467,16,3
0.6388948,-0.146245,-0.03900146,16,3
0.8439671,-0.2120056,-0.06783052,16,3
0.9169473,-0.2416074,-0.08600725,16,3
0.9131316,-0.24954,-0.1034193,16,3
0.9062055,-0.2468262,-0.1311276,16,3
0.9704642,-0.2581098,-0.263893,16,3
1.177012,-0.2762528,-0.5454342,16,3
1.457607,-0.3009205,-0.7899624,16,3
1.633149,-0.3419554,-0.7949518,16,3
1.6223,-0.3483183,-0.5651205,16,3
1.604696,-0.2869819,-0.2624648,16,3
1.51174,-0.166772,-0.1225759,16,3
1.344163,-0.08108574,-0.1733205,16,3
1.327351,-0.08527499,-0.2490305,16,3
1.274821,-0.1168185,-0.3166197,16,3
1.087523,-0.1468601,-0.2954646,16,3
0.9341828,-0.1499995,-0.2092567,16,3
0.8214383,-0.118327,-0.2157264,16,3
0.7322223,-0.07375005,-0.1976787,16,3
0.6865073,-0.04021033,-0.1736601,16,3
0.7114109,-0.07246537,-0.2162528,16,3
0.7731667,-0.1347689,-0.2119275,16,3
0.7764163,-0.1544556,-0.2335932,16,3
0.7367008,-0.1270519,-0.2269973,16,3
0.6881024,-0.07530898,-0.1438041,16,3
0.6454617,-0.04735081,-0.1147963,16,3
0.6742856,-0.02877266,-0.09182429,16,3
0.7007181,-0.003916041,-0.09806708,16,3
0.6515227,-0.01909709,-0.1141342,16,3
0.6443988,-0.04453944,-0.07404908,16,3
0.7230559,-0.05067184,-0.07321275,16,3
0.8683779,-0.04853385,-0.08461,16,3
1.022294,-0.03761725,-0.1411665,16,3
1.078652,-0.07131191,-0.3098338,16,3
1.117462,-0.2002081,-0.4634935,16,3
1.212171,-0.385732,-0.4727785,16,3
1.271341,-0.4567944,-0.345931,16,3
1.27947,-0.3539192,-0.2517943,16,3
1.349636,-0.3096127,-0.2609965,16,3
1.519526,-0.368544,-0.3351134,16,3
1.639456,-0.3946785,-0.3978298,16,3
1.592716,-0.4183389,-0.3103358,16,3
1.43081,-0.3922064,-0.1732324,16,3
1.210733,-0.2980861,-0.1032745,16,3
0.9850945,-0.2285396,-0.06446675,16,3
0.8704381,-0.135476,-0.09311161,16,3
0.832033,-0.01707809,-0.157971,16,3
0.7613794,0.03364107,-0.2106553,16,3
0.7391863,-0.05897463,-0.2232101,16,3
0.734624,-0.2220462,-0.1678865,16,3
0.6616042,-0.2482531,-0.116854,16,3
0.5825075,-0.2265257,-0.0711606,16,3
0.4948048,-0.2642479,-0.03188908,16,3
0.4895541,-0.2294144,-0.05471272,16,3
0.5853378,-0.1592321,-0.07523696,16,3
0.630172,-0.1019122,-0.07661231,16,3
0.6828602,-0.08088648,-0.08577626,16,3
0.7848418,-0.1246055,-0.06158389,16,3
0.8565915,-0.1296854,-0.05316477,16,3
0.8893541,-0.1608035,-0.1455161,16,3
1.028457,-0.2605708,-0.3796438,16,3
1.361333,-0.3534975,-0.6895621,16,3
1.528049,-0.4132677,-0.8027808,16,3
1.434942,-0.355685,-0.6199608,16,3
1.483658,-0.2803022,-0.4033935,16,3
1.591378,-0.2144486,-0.2874935,16,3
0.8926683,-0.07669528,0.01424979,17,3
0.9100715,-0.0519311,0.01635976,17,3
0.9458243,0.008466822,-0.02668447,17,3
0.988941,0.1095412,-0.1393148,17,3
1.16378,0.1416814,-0.335584,17,3
1.31029,0.06333957,-0.5573886,17,3
1.423349,-0.01719935,-0.6633741,17,3
1.543748,-0.05790915,-0.5115809,17,3
1.574183,-0.023989,-0.3383105,17,3
1.582244,0.05528525,-0.361481,17,3
1.58266,0.1208212,-0.4102213,17,3
1.463037,0.1476855,-0.4294288,17,3
1.20868,0.09756371,-0.4144418,17,3
0.9602232,0.0430419,-0.2982967,17,3
0.7779257,0.02216292,-0.1554675,17,3
0.6230748,-0.008852761,-0.06541968,17,3
0.5584624,-0.01788336,-0.05656486,17,3
0.584118,-0.01264918,-0.07419569,17,3
0.6478007,-0.007723742,-0.0917731,17,3
0.7603661,0.02299243,-0.1466016,17,3
0.8580376,0.07256092,-0.1601846,17,3
0.8673794,0.1448505,-0.1431237,17,3
0.8236523,0.2177301,-0.170862,17,3
0.7833761,0.2502665,-0.2197905,17,3
0.7597756,0.208839,-0.2553874,17,3
0.7553999,0.09984288,-0.2030225,17,3
0.7573129,0.0249949,-0.1183843,17,3
0.7588231,0.02938352,-0.1191563,17,3
0.7836522,0.07435831,-0.1456949,17,3
0.8089438,0.1055837,-0.1698688,17,3
0.8140438,0.07738177,-0.2088459,17,3
0.9131949,-0.02860231,-0.2530896,17,3
1.222141,-0.2568096,-0.3151772,17,3
1.504339,-0.4343243,-0.3334809,17,3
1.499475,-0.3563123,-0.2919563,17,3
1.532359,-0.2719147,-0.2555239,17,3
1.689728,-0.2762161,-0.223437,17,3
1.605098,-0.1595725,-0.2565039,17,3
1.505007,-0.0801356,-0.3298209,17,3
1.458608,-0.113454,-0.2853561,17,3
1.223337,-0.09436529,-0.2139968,17,3
1.080313,-0.08753571,-0.1690648,17,3
0.9744843,-0.05868852,-0.09002515,17,3
0.8145864,0.02761839,-0.09078076,17,3
0.7804702,0.06368179,-0.1189833,17,3
0.6865081,0.08368745,-0.1267757,17,3
0.6473153,0.06239863,-0.1797046,17,3
0.7069498,-0.003374839,-0.1756131,17,3
0.6992385,-0.0764912,-0.1394992,17,3
0.771217,-0.1663492,-0.1157055,17,3
0.8092307,-0.1811087,-0.07240188,17,3
0.789368,-0.1552006,-0.06674641,17,3
0.8133877,-0.1249544,-0.06598996,17,3
0.8129874,-0.04271517,-0.06940653,17,3
0.8617417,0.01651381,-0.08830601,17,3
0.9037442,0.02928636,-0.06239166,17,3
0.9017066,0.0240295,-0.03409823,17,3
0.9193807,0.03198744,-0.04044235,17,3
0.9596837,0.05366168,-0.1158034,17,3
1.086781,0.02785067,-0.3428974,17,3
1.275661,-0.02750355,-0.6572419,17,3
1.444037,-0.08162526,-0.7938033,17,3
1.514411,-0.100935,-0.6381873,17,3
1.510831,-0.0582111,-0.4503979,17,3
1.495668,0.006089431,-0.4073456,17,3
1.435975,0.09120006,-0.4553174,17,3
1.408654,0.1569885,-0.5207528,17,3
1.363061,0.1555493,-0.4698494,17,3
1.177009,0.1540292,-0.3542274,17,3
0.9527438,0.1319173,-0.2854731,17,3
0.7717301,0.03788316,-0.2417754,17,3
0.6919714,-0.03627492,-0.2921141,17,3
0.7184551,-0.04186264,-0.3260316,17,3
0.791839,-0.003273979,-0.2893631,17,3
0.8964742,0.05769227,-0.3312548,17,3
0.9516088,0.102088,-0.3476363,17,3
0.9412161,0.1173881,-0.3346533,17,3
0.926661,0.09223291,-0.334464,17,3
0.9037773,0.05126753,-0.2822801,17,3
0.882139,0.04304671,-0.2609056,17,3
0.8883447,0.04392445,-0.2564763,17,3
0.8891138,0.03206945,-0.2937009,17,3
0.8417047,-0.004944404,-0.3796026,17,3
0.8152531,-0.07592356,-0.3876597,17,3
0.8890754,-0.1658186,-0.3735083,17,3
1.017326,-0.2489951,-0.3778378,17,3
1.122025,-0.2575928,-0.3666111,17,3
1.196713,-0.1967536,-0.3172226,17,3
1.255246,-0.1315544,-0.2350884,17,3
1.259064,-0.07754772,-0.2164188,17,3
1.240845,-0.06368715,-0.2406091,17,3
1.249891,-0.07886513,-0.2510722,17,3
0.6678035,-0.08391906,-0.1115218,17,3
0.613527,-0.1296665,-0.07670362,17,3
0.6228997,-0.1383452,-0.08370748,17,3
0.6394271,-0.08422608,-0.1301565,17,3
0.5884799,-0.06089546,-0.1278034,17,3
0.614542,-0.03827142,-0.1180423,17,3
0.6876167,0.002705479,-0.06185342,17,3
0.7906807,-0.06170835,-0.01825601,17,3
0.8886869,-0.1275736,-0.03068324,17,3
0.9052061,-0.139523,-0.01653229,17,3
0.8895931,-0.1154344,-0.002436203,17,3
0.8624134,-0.0477725,-0.004471197,17,3
0.8559851,-0.01812787,-0.005709581,17,3
0.9112363,0.03018762,-0.01103486,17,3
1.038487,0.06745269,-0.06031525,17,3
1.244538,0.01854682,-0.2515581,17,3
1.348763,-0.03537735,-0.5553618,17,3
1.375808,-0.08914255,-0.715768,17,3
1.555836,-0.0964236,-0.5921719,17,3
1.687421,-0.0418618,-0.4374565,17,3
1.641119,0.02622124,-0.3686132,17,3
1.594548,0.1233203,-0.3255386,17,3
1.468236,0.1520576,-0.4054329,17,3
1.222916,0.1105291,-0.4258153,17,3
1.03869,0.1056553,-0.2844874,17,3
0.8947288,0.07909591,-0.1775634,17,3
0.7218131,0.04048962,-0.1178891,17,3
0.6033556,0.05198282,-0.1369901,17,3
0.5371391,0.05301768,-0.1529167,17,3
0.5210726,0.0423557,-0.1245564,17,3
0.6008403,0.02603029,-0.1651636,17,3
0.7123258,-0.01336921,-0.1549504,17,3
0.8238355,-0.005089506,-0.1263757,17,3
0.9220096,0.06141146,-0.123316,17,3
0.9637186,0.1391575,-0.1103563,17,3
0.9201098,0.2050091,-0.1812898,17,3
0.7891135,0.2264914,-0.2218976,17,3
0.6979994,0.1920592,-0.1873949,17,3
0.6859948,0.1082204,-0.1238755,17,3
0.6900515,0.03447635,-0.03231249,17,3
0.7502342,0.0232663,-0.02333606,17,3
0.8375851,0.04685653,-0.09764274,17,3
0.8719126,0.06727506,-0.2017208,17,3
0.879871,0.04241236,-0.287989,17,3
0.9985343,-0.05027776,-0.3373682,17,3
1.257231,-0.204792,-0.3659025,17,3
1.495023,-0.3166677,-0.3527064,17,3
1.643844,-0.2880968,-0.325848,17,3
1.672669,-0.2322401,-0.2736767,17,3
1.575654,-0.1795817,-0.2492649,17,3
1.476951,-0.1104556,-0.2694853,17,3
1.426159,-0.1134107,-0.2205785,17,3
1.332947,-0.09928481,-0.1750444,17,3
1.117926,-0.02214509,-0.1612014,17,3
0.8813493,0.032527,-0.1080227,17,3
0.720278,0.0817869,-0.06174005,17,3
0.6319237,0.1053811,-0.0496836,17,3
0.6664909,0.08828083,-0.0679263,17,3
0.7896584,0.04267082,-0.1120189,17,3
0.9225155,-0.0419149,-0.1834064,17,3
0.9611717,-0.1014832,-0.2091935,17,3
0.8639781,-0.1075313,-0.1504746,17,3
0.7898851,-0.08449419,-0.1091486,17,3
0.730402,-0.02841126,-0.0689209,17,3
0.6696504,0.03206309,-0.03524528,17,3
0.7399386,0.0386802,-0.06995528,17,3
0.8465115,-0.001041698,-0.1028127,17,3
0.8811371,-0.02747179,-0.1165408,17,3
0.8469986,-0.04573557,-0.1079502,17,3
0.8027086,-0.06279442,-0.08466262,17,3
0.8933254,-0.05266396,-0.1219471,17,3
1.116972,-0.06001219,-0.2908695,17,3
1.388248,-0.1260135,-0.6656724,17,3
1.585741,-0.2078847,-0.9287932,17,3
1.648246,-0.2041527,-0.6948672,17,3
1.66794,-0.05956231,-0.4168016,17,3
1.565528,0.1239171,-0.4676784,17,3
1.3849,0.2103758,-0.4813244,17,3
1.297424,0.2061392,-0.4142589,17,3
1.150795,0.2032393,-0.3324654,17,3
0.9203045,0.1740639,-0.1582254,17,3
0.7567141,0.064201,-0.1673656,17,3
0.6919141,-0.01533401,-0.2835409,17,3
0.6981543,-0.01258652,-0.2994603,17,3
0.7221664,0.01453924,-0.3608027,17,3
0.8487152,0.07238451,-0.3837693,17,3
1.023547,0.1335408,-0.387296,17,3
1.039142,0.113923,-0.4007024,17,3
0.9724129,0.03170612,-0.2744369,17,3
0.943611,-0.01838596,-0.1754474,17,3
0.9070766,-0.03101443,-0.1734851,17,3
0.8365161,-0.02109813,-0.1596911,17,3
0.751305,0.009221456,-0.1167308,17,3
0.6847621,0.03641699,-0.07583034,17,3
0.7104139,0.07899163,-0.1117691,17,3
0.7965447,0.09420933,-0.1452985,17,3
0.8499331,0.09599507,-0.1713709,17,3
0.8771798,0.1172783,-0.1983472,17,3
0.8819314,0.09607458,-0.1173088,17,3
0.9438601,0.1066092,-0.05407094,17,3
1.011641,0.1378011,-0.0646671,17,3
0.9607343,0.1646866,-0.08474488,17,3
0.934195,0.2574062,-0.1066144,17,3
0.9027565,0.2758442,-0.07492064,17,3
0.8479242,0.2215311,-0.06765906,17,3
0.909169,0.1699742,-0.156371,17,3
1.012352,0.00645388,-0.3064457,17,3
1.17046,-0.2345168,-0.4309846,17,3
1.3406,-0.4249409,-0.422032,17,3
1.402912,-0.4802039,-0.3416205,17,3
1.424861,-0.4187761,-0.2587133,17,3
1.414285,-0.3342091,-0.2047955,17,3
1.422099,-0.2203081,-0.2306201,17,3
1.469654,-0.136515,-0.3151146,17,3
1.444963,-0.1562202,-0.3992884,17,3
1.326992,-0.1704394,-0.3573675,17,3
1.115002,-0.1445829,-0.209618,17,3
0.9182522,-0.1364477,-0.1033506,17,3
0.8444006,-0.08596189,-0.06569888,17,3
0.8031569,-0.007537331,-0.1247466,17,3
0.788209,0.02500815,-0.1916003,17,3
0.80129,0.02980146,-0.1863445,17,3
0.7772177,-0.02340509,-0.1935944,17,3
0.7484569,-0.1055288,-0.1670731,17,3
0.7272046,-0.1389018,-0.1196497,17,3
0.7255033,-0.152412,-0.09417988,17,3
0.7469638,-0.160699,-0.04640718,17,3
0.7405946,-0.1449229,-0.04903368,17,3
0.7099971,-0.07234235,-0.05991129,17,3
0.6806709,0.03681836,-0.04173353,17,3
0.7037237,0.08309868,-0.04521263,17,3
0.7718601,0.03495621,-0.003866819,17,3
0.8208599,-0.05213395,0.04814592,17,3
0.8896378,-0.1107945,0.06069962,17,3
0.9864087,-0.1090446,0.04214079,17,3
1.078255,-0.05629319,-0.04845527,17,3
1.141225,-0.03463502,-0.1543956,17,3
1.156551,-0.09062456,-0.1676903,17,3
1.197099,-0.161314,-0.1625439,17,3
1.246572,-0.197622,-0.3255767,17,3
1.267609,-0.1449102,-0.5492947,17,3
1.381419,-0.03144403,-0.5751313,17,3
1.568446,0.05772135,-0.4255462,17,3
1.632138,0.1032525,-0.2863971,17,3
1.542445,0.08534554,-0.2792185,17,3
1.407935,0.07050837,-0.3214494,17,3
1.215245,0.06789853,-0.2971549,17,3
1.009892,0.03185912,-0.218739,17,3
0.9049632,0.02344936,-0.1112326,17,3
0.8097645,0.01648456,-0.08930261,17,3
0.7198698,0.003725308,-0.1631574,17,3
0.6939492,0.01452514,-0.1866695,17,3
0.6990442,0.03943905,-0.1870173,17,3
0.7797153,0.09305088,-0.2057518,17,3
0.8560472,0.0909307,-0.1984248,17,3
0.8994732,0.04906391,-0.1707565,17,3
0.9746272,0.05378206,-0.1327637,17,3
0.9824866,0.06755796,-0.1138899,17,3
0.9268995,0.1021981,-0.1257126,17,3
0.8311662,0.1257304,-0.1293671,17,3
0.6983646,0.1136802,-0.1191,17,3
0.6191117,0.1202966,-0.09683123,17,3
0.606829,0.1192683,-0.06840814,17,3
0.657372,0.1166776,-0.07964315,17,3
0.740173,0.1154817,-0.122293,17,3
0.830625,0.08565367,-0.1401262,17,3
0.9006799,0.04807643,-0.1391818,17,3
0.9076492,-0.003980241,-0.155565,17,3
0.9423973,-0.08515909,-0.2119727,17,3
1.070906,-0.2010153,-0.2809967,17,3
1.289315,-0.2587853,-0.3149338,17,3
1.542612,-0.1576309,-0.342666,17,3
1.721373,-0.06848051,-0.3602319,17,3
1.774394,-0.11717,-0.3224123,17,3
1.689494,-0.18196,-0.277636,17,3
1.607629,-0.2366463,-0.2745223,17,3
1.592314,-0.2718345,-0.2587705,17,3
1.426409,-0.2041589,-0.1954042,17,3
1.137962,-0.1059008,-0.1511327,17,3
0.9492546,-0.03296199,-0.1335701,17,3
0.8093727,0.05034708,-0.1067165,17,3
0.640616,0.09538673,-0.09392367,17,3
0.5523183,0.08482197,-0.08273088,17,3
0.5675458,0.0288354,-0.06614392,17,3
0.5693936,-0.04983603,-0.06240981,17,3
0.5551469,-0.08385345,-0.08602917,17,3
0.5710131,-0.08013528,-0.1329405,17,3
0.5920009,-0.07346495,-0.1440577,17,3
0.6481821,-0.09179684,-0.1096679,17,3
0.7179371,-0.1235042,-0.06257753,17,3
0.7477518,-0.129986,-0.04023392,17,3
0.7861686,-0.1142024,-0.05104825,17,3
0.8138827,-0.08763517,-0.04932994,17,3
0.8322821,-0.09775835,-0.04091753,17,3
0.9533359,-0.1149425,-0.02105683,17,3
1.081381,-0.07849917,0.004118599,17,3
0.9969993,0.02144962,-0.02481492,17,3
0.8904437,0.1693769,-0.08793699,17,3
1.046755,0.1606757,-0.2101202,17,3
1.300188,-0.03083001,-0.4754919,17,3
1.525383,-0.1533393,-0.7001615,17,3
1.697428,-0.1520255,-0.6440024,17,3
1.76188,-0.07440944,-0.5204735,17,3
1.808495,0.03912622,-0.4944102,17,3
1.70449,0.1621855,-0.4177098,17,3
1.456689,0.2159454,-0.403376,17,3
1.229236,0.1382465,-0.3929931,17,3
0.9826045,0.102398,-0.2056796,17,3
0.8497264,0.07497528,-0.1088032,17,3
0.7244615,-0.01761499,-0.1202669,17,3
0.5562276,-0.02686908,-0.1289059,17,3
0.5457454,-0.02958217,-0.1892492,17,3
0.5352293,-0.03386234,-0.1878786,17,3
0.5904098,-0.0005709988,-0.1865262,17,3
0.7411652,-0.002016121,-0.18682,17,3
0.8177279,0.04515258,-0.1264078,17,3
0.8749731,0.1092979,-0.145186,17,3
0.825953,0.1491304,-0.18985,17,3
0.7305077,0.1966021,-0.2239996,17,3
0.6691451,0.199049,-0.2308957,17,3
0.6428705,0.1756196,-0.1608662,17,3
0.7565245,0.1224759,-0.1203949,17,3
0.8427495,0.05455568,-0.1034751,17,3
0.8482299,0.0270612,-0.1036613,17,3
0.8232808,0.02541696,-0.1118209,17,3
0.7790277,0.02009397,-0.1000741,17,3
0.8811192,-0.03432557,-0.161774,17,3
1.116087,-0.1271449,-0.2638821,17,3
1.392434,-0.1940047,-0.343655,17,3
1.590396,-0.1652738,-0.3808456,17,3
1.723896,-0.1325346,-0.3732549,17,3
1.85997,-0.2496044,-0.337138,17,3
1.778908,-0.3358723,-0.2473269,17,3
1.640493,-0.273092,-0.2226947,17,3
1.559523,-0.1762317,-0.2367109,17,3
1.330586,-0.03907988,-0.193798,17,3
1.150813,0.06412926,-0.214689,17,3
0.9840514,0.0597462,-0.2056207,17,3
0.7841864,0.0457045,-0.1396229,17,3
0.7232273,0.02093867,-0.1290334,17,3
0.6305124,-0.05364038,-0.1032731,17,3
0.583192,-0.1041064,-0.1032706,17,3
0.6140764,-0.1044519,-0.1122207,17,3
0.5898754,-0.09667364,-0.09405851,17,3
0.62434,-0.07037129,-0.1130743,17,3
0.6523121,-0.03072576,-0.1027999,17,3
0.6931548,-0.01192601,-0.07704715,17,3
0.7631884,-0.02793548,-0.03932781,17,3
0.7552199,-0.07534118,0.02148629,17,3
0.7690069,-0.1170449,0.01630397,17,3
0.8057745,-0.1406441,-0.01784754,17,3
0.872985,-0.139144,-0.04155996,17,3
0.9672102,-0.1167522,-0.03869284,17,3
0.9865094,-0.07896126,-0.02407606,17,3
0.9934074,0.007399977,-0.07118087,17,3
1.042834,0.0814647,-0.1515712,17,3
1.151915,0.07018569,-0.2744099,17,3
1.377583,-0.02726031,-0.4858361,17,3
1.645646,-0.1398679,-0.685639,17,3
1.681744,-0.1010444,-0.6410313,17,3
1.579087,0.08250887,-0.4202541,17,3
1.673129,0.2195064,-0.3740569,17,3
1.666179,0.1928754,-0.4125216,17,3
1.484355,0.08208234,-0.4135418,17,3
1.394989,0.04140736,-0.4358047,17,3
1.210425,0.0254612,-0.3237942,17,3
0.975873,0.01275698,-0.1716765,17,3
0.7503069,0.04858759,-0.1191146,17,3
0.5840345,0.05058829,-0.1397709,17,3
0.612191,0.04295561,-0.1856174,17,3
0.5152387,0.03203566,-0.1598464,17,3
0.4511623,-0.01415053,-0.1769651,17,3
0.5902105,-0.03363605,-0.1850733,17,3
0.6365636,-0.04175291,-0.1272415,17,3
0.7515474,-0.01314562,-0.1188843,17,3
0.8516875,0.06004033,-0.09167857,17,3
0.7845557,0.1451877,-0.1528366,17,3
0.7147754,0.2369579,-0.2478658,17,3
0.5830928,0.2505614,-0.208252,17,3
0.5516075,0.2117959,-0.1531151,17,3
0.7026737,0.1490758,-0.1011725,17,3
0.8310118,0.03018618,-0.1200646,17,3
0.9093219,-0.06204705,-0.16837,17,3
0.9304127,-0.107426,-0.1443343,17,3
1.01389,-0.1378666,-0.1898877,17,3
1.239676,-0.144783,-0.2736692,17,3
1.446018,-0.1281801,-0.3345352,17,3
1.653986,-0.1410971,-0.3730313,17,3
1.908112,-0.2567771,-0.3519443,17,3
1.981203,-0.3953189,-0.3369352,17,3
1.814724,-0.3927842,-0.2917102,17,3
1.622295,-0.2569913,-0.2038499,17,3
1.439116,-0.1272655,-0.1788788,17,3
1.280338,-0.0111236,-0.2143401,17,3
1.176701,0.1017886,-0.2431645,17,3
1.013691,0.1173513,-0.1973733,17,3
0.9030102,0.06959462,-0.1346765,17,3
0.8319867,0.02226811,-0.1361506,17,3
0.6865165,-0.04067067,-0.1363754,17,3
0.635453,-0.08749111,-0.133907,17,3
0.5948243,-0.08460855,-0.1390045,17,3
0.5533686,-0.06260503,-0.1295584,17,3
0.6091034,-0.06146917,-0.1321806,17,3
0.6369506,-0.0698741,-0.1212702,17,3
0.7215962,-0.09037298,-0.09744165,17,3
0.8019862,-0.1261197,-0.06200719,17,3
0.7878707,-0.156257,-0.008897124,17,3
0.800437,-0.1608291,0.009322292,17,3
0.8028302,-0.1017165,0.00660047,17,3
0.8534667,-0.02005522,0.006412399,17,3
0.9582127,0.03965755,0.01364147,17,3
1.019489,0.08445719,0.03404205,17,3
1.043804,0.09812392,0.03765561,17,3
1.02134,0.1007916,0.02447187,17,3
1.04165,0.07147528,-0.02146986,17,3
1.16619,-0.04370079,-0.1632333,17,3
1.337311,-0.1685886,-0.4499397,17,3
1.441433,-0.1411669,-0.707738,17,3
1.476122,0.003212351,-0.6644185,17,3
1.585991,0.07485649,-0.5090007,17,3
1.48643,-0.2568414,-0.5891541,17,3
1.665644,-0.289373,-0.5638777,17,3
1.751516,-0.2295735,-0.447059,17,3
1.84086,-0.2214929,-0.4061728,17,3
1.656656,-0.2115519,-0.2431727,17,3
1.48633,-0.1912065,-0.1885912,17,3
1.572655,-0.2189311,-0.2922999,17,3
1.56156,-0.2135089,-0.2682192,17,3
1.437187,-0.1731232,-0.2863613,17,3
1.238752,-0.1216763,-0.3203595,17,3
0.9108116,-0.05342474,-0.1982983,17,3
0.6769121,-0.00360546,-0.08215707,17,3
0.5687483,0.03477504,-0.04765366,17,3
0.4817814,0.03489357,-0.06858748,17,3
0.4133151,0.01280756,-0.07039376,17,3
0.3896015,0.004163213,-0.0572574,17,3
0.4626745,-0.04271031,-0.07752671,17,3
0.5693095,-0.09272602,-0.059944,17,3
0.6690125,-0.1342552,-0.05278819,17,3
0.7574724,-0.1998408,-0.04464285,17,3
0.7896536,-0.2184459,-0.01711018,17,3
0.8391303,-0.171106,-0.05828276,17,3
0.9152389,-0.1016968,-0.09587009,17,3
0.9452625,-0.04142739,-0.1112318,17,3
0.9549769,-0.007876863,-0.1272595,17,3
0.9880365,-0.001156692,-0.1547224,17,3
1.091384,-0.02603897,-0.303257,17,3
1.274556,-0.05813064,-0.5407739,17,3
1.520337,-0.07030697,-0.6744462,17,3
1.731764,-0.05235569,-0.6178774,17,3
1.717743,0.005101414,-0.5218108,17,3
1.563813,0.08142121,-0.43688,17,3
1.457899,0.1115962,-0.3496988,17,3
1.368319,0.0686988,-0.4120275,17,3
1.264436,0.02849198,-0.459074,17,3
1.080252,0.01399795,-0.3449142,17,3
0.8331884,0.01103673,-0.2555041,17,3
0.6634418,0.04315285,-0.1715747,17,3
0.5430624,0.06386793,-0.116456,17,3
0.5038773,0.06165064,-0.1451452,17,3
0.5592915,0.03940433,-0.1479316,17,3
0.6019103,-0.02826101,-0.1509707,17,3
0.6883719,-0.08078872,-0.1383139,17,3
0.7662971,-0.09551853,-0.09623798,17,3
0.7384152,-0.06769248,-0.1112022,17,3
0.6753998,0.03489184,-0.1920625,17,3
0.6046562,0.1531797,-0.3137198,17,3
0.612236,0.1812585,-0.3441317,17,3
0.7176247,0.1288694,-0.2354981,17,3
0.8029141,0.1097806,-0.1511281,17,3
